ip,mean
5.199.142.236,237180
5.196.0.149,237180
5.135.162.49,237180
5.148.180.48,237180
5.135.184.24,237180
5.135.185.145,237180
5.135.186.73,237180
5.135.188.128,237180
5.135.199.13,237180
5.135.65.145,237180
5.148.175.35,237180
5.186.143.227,237180
5.189.181.61,237180
5.189.132.79,237180
5.189.140.21,237180
5.189.142.118,237180
5.189.143.28,237180
5.189.150.139,237180
5.189.153.185,237180
5.189.159.21,237180
5.34.183.205,237180
5.39.64.7,237180
5.39.77.208,237180
5.9.156.17,237180
5.9.110.236,237180
5.9.121.207,237180
5.9.129.218,237180
5.9.147.226,237180
5.9.149.70,237180
5.9.150.40,237180
5.9.153.114,237180
5.9.171.38,237180
5.39.80.135,237180
5.9.212.204,237180
5.9.253.234,237180
5.9.39.113,237180
5.9.50.84,237180
5.9.56.12,237180
5.9.58.137,237180
5.9.62.17,237180
5.61.34.63,237180
5.61.239.34,237180
54.94.85.201,237180
54.94.154.154,237180
5.39.80.28,237180
5.39.81.102,237180
5.39.86.206,237180
5.39.92.199,237180
5.39.95.142,237180
54.179.98.204,237180
54.187.239.16,237180
54.201.201.93,237180
54.218.172.0,237180
54.244.208.214,237180
5.45.107.56,237180
5.45.97.127,237180
54.86.232.140,237180
54.88.165.229,237180
54.92.68.99,237180
5.135.163.78,237180
5.135.155.121,237180
46.9.195.188,237180
51.15.37.171,237180
51.15.133.16,237180
51.15.137.183,237180
51.15.139.200,237180
51.15.143.20,237180
51.15.143.239,237180
51.15.36.164,237180
51.15.36.183,237180
51.15.37.97,237180
51.15.131.29,237180
51.15.4.10,237180
51.15.41.61,237180
51.15.44.251,237180
193.0.178.74,237180
51.15.44.54,237180
192.71.213.69,237180
51.15.4.55,237180
51.15.13.245,237180
51.15.128.190,237180
5.135.152.66,237180
50.193.143.42,237180
47.152.227.184,237180
49.212.166.38,237180
50.116.10.242,237180
50.116.39.98,237180
50.116.49.46,237180
50.116.56.48,237180
50.116.7.64,237180
50.1.99.207,237180
5.104.90.29,237180
193.124.185.87,237180
193.124.180.6,237180
50.7.115.12,237180
50.7.179.202,237180
50.74.108.76,237180
5.101.102.82,237180
5.101.103.70,237180
51.15.45.92,237180
51.15.46.15,237180
51.15.47.62,237180
51.255.169.10,237180
51.254.120.82,237180
51.254.136.195,237180
51.254.209.197,237180
51.254.218.247,237180
51.254.221.144,237180
51.254.35.151,237180
51.254.38.249,237180
51.255.175.53,237180
51.15.49.8,237180
51.255.198.77,237180
51.255.203.235,237180
51.255.206.74,237180
51.255.211.235,237180
51.255.41.65,237180
192.121.16.196,237180
51.255.48.78,237180
51.254.101.242,237180
51.15.77.102,237180
51.15.73.133,237180
51.15.72.253,237180
51.15.50.109,237180
51.15.50.36,237180
51.15.52.120,237180
51.15.52.244,237180
51.15.53.75,237180
51.15.56.101,237180
51.15.56.123,237180
51.15.58.212,237180
51.15.60.102,237180
51.15.60.93,237180
51.15.61.46,237180
51.15.61.7,237180
51.15.62.130,237180
51.15.66.23,237180
51.15.67.196,237180
37.187.105.65,237180
37.187.104.111,237180
188.214.128.111,237180
195.42.115.162,237180
195.16.89.145,237180
195.169.125.226,237180
195.180.11.196,237180
195.225.211.26,237180
195.230.168.83,237180
195.234.152.86,237180
195.251.252.226,237180
195.71.68.84,237180
195.154.253.226,237180
198.199.118.134,237180
198.199.90.205,237180
198.211.124.214,237180
198.211.125.242,237180
198.244.104.174,237180
198.245.50.175,237180
198.252.121.79,237180
195.154.255.174,237180
195.154.252.88,237180
194.1.238.115,237180
195.154.164.34,237180
194.42.108.5,237180
194.67.214.123,237180
194.88.143.66,237180
195.123.209.96,237180
195.12.48.76,237180
195.12.48.77,237180
195.154.163.119,237180
195.154.171.24,237180
195.154.250.239,237180
195.154.181.146,237180
195.154.200.129,237180
195.154.209.91,237180
195.154.237.147,237180
195.154.240.145,237180
195.154.241.125,237180
195.154.242.122,237180
198.27.109.36,237180
198.27.64.215,237180
198.27.66.209,237180
204.9.50.25,237180
200.122.181.15,237180
202.129.80.154,237180
203.141.154.202,237180
203.186.69.98,237180
203.7.77.255,237180
204.152.220.247,237180
204.152.220.248,237180
206.174.113.156,237180
198.27.86.221,237180
206.63.229.144,237180
208.118.235.48,237180
208.38.243.107,237180
208.79.209.124,237180
208.80.154.39,237180
208.94.242.26,237180
208.95.3.28,237180
199.255.223.88,237180
199.241.29.223,237180
199.231.85.122,237180
199.19.85.252,237180
198.46.153.51,237180
198.50.128.229,237180
198.50.135.213,237180
198.50.147.70,237180
198.50.191.95,237180
198.58.102.234,237180
198.58.110.223,237180
198.71.81.66,237180
198.72.229.35,237180
198.74.56.191,237180
198.74.60.26,237180
198.74.61.51,237180
199.115.205.248,237180
199.15.250.210,237180
199.19.213.176,237180
194.187.249.116,237180
193.7.177.223,237180
209.141.36.42,237180
190.97.165.141,237180
188.40.41.115,237180
188.40.49.86,237180
188.68.33.125,237180
188.68.36.209,237180
188.68.57.188,237180
188.93.213.75,237180
190.210.98.90,237180
192.111.150.62,237180
188.40.235.215,237180
192.155.83.101,237180
192.155.95.222,237180
192.166.218.151,237180
192.166.219.194,237180
192.169.166.157,237180
192.169.168.39,237180
192.210.203.16,237180
188.40.248.57,237180
188.40.206.5,237180
193.70.39.124,237180
188.226.222.19,237180
217.12.218.158,237180
188.214.30.153,237180
217.12.203.233,237180
217.12.199.90,237180
217.12.199.151,237180
188.226.149.124,237180
188.226.221.243,237180
188.226.247.86,237180
188.40.166.29,237180
18.82.3.196,237180
188.246.204.67,237180
188.40.107.205,237180
188.40.128.246,237180
213.32.66.16,237180
188.40.140.87,237180
188.40.159.122,237180
192.240.123.2,237180
192.241.134.62,237180
192.241.148.108,237180
193.150.14.60,237180
193.105.73.80,237180
193.106.166.105,237180
193.108.249.215,237180
193.11.114.43,237180
193.111.26.37,237180
193.11.164.243,237180
193.150.121.78,237180
193.190.168.53,237180
192.241.180.27,237180
193.224.163.43,237180
193.227.196.10,237180
193.23.244.244,237180
193.24.209.70,237180
193.35.52.53,237180
193.70.15.58,237180
193.70.38.152,237180
193.10.5.153,237180
193.104.220.54,237180
193.104.220.35,237180
192.99.63.44,237180
192.241.210.101,237180
192.241.216.120,237180
192.241.233.203,237180
192.33.193.24,237180
192.71.245.36,237180
192.81.132.46,237180
192.81.217.126,237180
192.81.218.137,237180
192.87.28.28,237180
192.87.28.82,237180
192.95.22.146,237180
192.95.25.202,237180
192.99.13.48,237180
192.99.154.234,237180
192.99.54.193,237180
209.102.247.122,237180
209.141.40.22,237180
195.43.95.198,237180
217.182.90.137,237180
217.12.223.217,237180
217.12.223.218,237180
217.147.214.107,237180
217.155.40.118,237180
217.160.13.173,237180
207.244.97.230,237180
217.172.190.251,237180
217.197.83.162,237180
212.109.192.235,237180
217.197.86.173,237180
217.197.91.145,237180
217.20.130.72,237180
217.23.15.200,237180
217.79.178.60,237180
217.79.179.177,237180
221.121.153.184,237180
217.12.223.216,237180
217.12.223.215,237180
216.158.226.216,237180
217.113.158.52,237180
216.19.178.143,237180
216.244.85.211,237180
216.252.162.19,237180
216.55.181.21,237180
217.107.193.10,237180
217.112.131.24,237180
217.112.131.98,237180
217.115.127.58,237180
212.109.219.31,237180
217.12.199.108,237180
217.12.202.40,237180
217.12.204.149,237180
217.12.204.174,237180
217.12.208.117,237180
217.12.210.207,237180
217.12.223.214,237180
2.225.231.92,237180
23.227.199.226,237180
23.239.22.19,237180
37.120.160.12,237180
195.64.154.126,237180
195.64.154.114,237180
31.31.77.176,237180
31.31.78.49,237180
31.41.219.228,237180
35.163.47.243,237180
35.164.54.193,237180
37.120.169.95,237180
23.239.27.28,237180
37.120.178.124,237180
37.122.208.220,237180
37.145.226.109,237180
37.157.195.87,237180
37.157.196.142,237180
37.187.101.179,237180
37.187.102.202,237180
195.64.154.14,237180
31.31.73.222,237180
31.31.73.200,237180
31.28.168.174,237180
23.239.30.69,237180
23.253.57.42,237180
23.254.166.222,237180
23.81.66.90,237180
23.91.124.124,237180
23.92.19.113,237180
23.95.113.5,237180
24.148.59.185,237180
24.17.211.5,237180
24.3.140.142,237180
24.6.174.94,237180
24.8.76.174,237180
24.96.173.104,237180
31.170.105.77,237180
31.171.155.102,237180
216.185.144.100,237180
216.127.187.29,237180
209.141.50.138,237180
212.47.238.65,237180
212.237.35.67,237180
212.47.227.71,237180
212.47.227.75,237180
212.47.229.2,237180
212.47.230.49,237180
212.47.234.192,237180
212.47.236.95,237180
212.47.240.10,237180
212.187.200.170,237180
212.47.240.189,237180
212.47.241.21,237180
212.47.243.166,237180
212.47.244.114,237180
212.47.244.38,237180
212.47.245.76,237180
212.47.246.18,237180
212.224.78.234,237180
212.186.79.250,237180
216.127.173.78,237180
212.10.153.81,237180
209.141.52.13,237180
209.240.109.238,237180
209.44.114.178,237180
209.58.160.138,237180
210.152.241.60,237180
210.223.103.24,237180
2.110.60.68,237180
212.110.189.186,237180
212.17.102.77,237180
212.111.40.177,237180
212.111.41.143,237180
212.129.42.9,237180
212.129.4.84,237180
212.129.49.59,237180
212.159.177.198,237180
212.16.170.158,237180
212.51.134.123,237180
212.51.143.20,237180
212.60.126.51,237180
213.239.217.18,237180
213.157.15.235,237180
213.163.70.234,237180
213.167.242.183,237180
213.184.126.2,237180
212.47.223.19,237180
213.202.233.36,237180
213.239.205.239,237180
213.246.56.79,237180
212.60.130.72,237180
213.246.56.95,237180
213.254.32.26,237180
213.32.119.219,237180
213.32.21.55,237180
213.32.68.101,237180
213.32.90.15,237180
213.73.99.182,237180
213.138.109.144,237180
213.138.102.209,237180
213.136.94.10,237180
213.136.81.89,237180
212.71.253.226,237180
212.7.217.52,237180
212.74.233.18,237180
212.83.143.46,237180
212.83.154.33,237180
212.83.158.20,237180
212.83.158.5,237180
212.83.165.54,237180
213.113.116.117,237180
213.113.52.10,237180
213.114.144.249,237180
213.124.169.159,237180
213.133.99.156,237180
213.136.77.251,237180
213.136.80.109,237180
5.9.7.130,237180
5.9.79.154,237180
5.9.81.41,237180
89.33.6.24,237180
89.191.217.1,237180
89.221.210.122,237180
89.221.210.151,237180
89.238.178.122,237180
89.238.178.123,237180
89.249.65.6,237180
89.33.246.114,237180
89.35.178.104,237180
89.18.173.41,237180
89.35.39.108,237180
89.39.67.33,237180
89.46.100.162,237180
89.46.100.71,237180
89.46.70.98,237180
90.184.239.156,237180
90.230.158.145,237180
89.187.143.81,237180
89.175.27.163,237180
88.99.199.87,237180
89.163.141.115,237180
88.99.21.171,237180
88.99.27.131,237180
88.99.36.32,237180
88.99.70.107,237180
88.99.96.224,237180
89.111.20.68,237180
89.16.176.158,237180
89.163.141.116,237180
89.166.124.13,237180
89.163.210.163,237180
89.163.210.164,237180
89.163.224.250,237180
89.163.225.115,237180
89.163.225.145,237180
89.163.225.6,237180
89.163.225.7,237180
91.100.103.196,237180
91.105.203.92,237180
91.106.172.58,237180
91.145.118.93,237180
91.121.98.58,237180
91.134.133.88,237180
91.134.135.12,237180
91.134.137.99,237180
91.134.180.240,237180
91.143.80.220,237180
91.143.91.142,237180
91.146.122.45,237180
91.121.116.34,237180
91.188.125.128,237180
91.194.90.103,237180
91.200.162.9,237180
91.203.146.126,237180
91.210.104.91,237180
91.210.106.134,237180
91.211.107.172,237180
91.121.85.130,237180
91.121.84.137,237180
91.121.83.108,237180
91.121.79.188,237180
91.121.147.65,237180
91.121.154.109,237180
91.121.160.6,237180
91.121.16.67,237180
91.121.192.154,237180
91.121.195.169,237180
91.121.230.208,237180
91.121.230.212,237180
91.121.230.214,237180
91.121.230.216,237180
91.121.230.218,237180
91.121.23.100,237180
91.121.67.146,237180
91.121.76.175,237180
91.121.78.119,237180
88.99.21.163,237180
88.99.170.243,237180
91.213.233.60,237180
85.25.150.216,237180
85.214.62.48,237180
85.227.129.23,237180
85.230.21.88,237180
85.235.250.88,237180
85.24.183.236,237180
85.25.111.77,237180
85.25.133.34,237180
85.25.210.223,237180
85.214.44.172,237180
85.255.1.158,237180
85.31.186.253,237180
85.93.16.47,237180
85.93.17.143,237180
86.105.212.130,237180
86.105.212.204,237180
86.107.110.143,237180
85.214.56.180,237180
85.214.236.207,237180
88.99.169.186,237180
85.159.211.55,237180
85.10.196.12,237180
85.10.198.236,237180
85.10.240.250,237180
85.113.39.154,237180
85.119.82.151,237180
85.119.83.141,237180
85.14.249.247,237180
85.159.237.210,237180
85.214.136.179,237180
85.17.112.163,237180
85.17.112.32,237180
85.17.164.172,237180
85.17.194.180,237180
85.17.214.177,237180
85.214.101.233,237180
85.214.124.168,237180
86.107.110.34,237180
86.107.110.82,237180
86.110.117.166,237180
88.198.44.145,237180
88.198.107.179,237180
88.198.109.149,237180
88.198.119.197,237180
88.198.192.156,237180
88.198.19.4,237180
88.198.194.89,237180
88.198.207.222,237180
88.204.112.242,237180
86.25.228.206,237180
88.208.121.78,237180
88.217.143.53,237180
88.80.214.189,237180
88.98.252.234,237180
88.99.104.94,237180
88.99.141.248,237180
88.99.162.199,237180
88.193.200.225,237180
88.187.233.27,237180
88.180.173.63,237180
88.176.12.100,237180
86.29.208.115,237180
86.59.21.163,237180
86.59.21.38,237180
86.88.32.199,237180
87.106.208.236,237180
87.106.249.118,237180
87.118.112.63,237180
87.118.116.227,237180
87.118.122.120,237180
87.193.208.14,237180
87.236.215.83,237180
87.72.73.231,237180
87.92.163.24,237180
87.98.185.5,237180
87.98.245.84,237180
91.213.233.138,237180
91.213.8.101,237180
5.9.83.204,237180
95.215.46.123,237180
95.211.209.73,237180
95.211.224.12,237180
95.213.149.166,237180
95.215.44.102,237180
95.215.44.105,237180
95.215.45.142,237180
95.215.45.188,237180
95.215.46.69,237180
95.211.186.80,237180
95.85.19.162,237180
95.85.20.73,237180
95.85.34.137,237180
95.85.8.226,237180
96.126.105.219,237180
96.126.125.187,237180
96.126.96.9,237180
95.211.205.138,237180
95.211.160.148,237180
94.242.58.2,237180
95.143.192.12,237180
94.254.35.25,237180
95.130.11.186,237180
95.141.35.15,237180
95.142.160.233,237180
95.143.172.188,237180
95.143.172.212,237180
95.143.172.214,237180
95.143.193.19,237180
95.211.153.12,237180
95.143.193.20,237180
95.156.95.8,237180
95.169.188.103,237180
95.183.50.138,237180
95.183.51.126,237180
95.183.51.160,237180
95.183.55.53,237180
96.126.96.90,237180
96.253.78.108,237180
96.81.131.84,237180
54.241.9.145,237180
104.223.123.99,237180
109.74.194.124,237180
139.162.103.248,237180
158.69.215.7,237180
176.9.157.222,237180
190.10.8.68,237180
51.15.49.157,237180
62.210.75.84,237180
176.53.21.105,237180
80.241.222.169,237180
93.92.205.248,237180
176.121.14.95,237180
164.132.40.47,237180
158.69.223.5,237180
158.255.6.115,237180
158.255.6.109,237180
104.223.123.98,237180
104.223.123.101,237180
104.223.123.100,237180
193.70.39.41,237180
96.92.142.205,237180
97.107.132.24,237180
97.107.138.68,237180
97.107.139.108,237180
97.107.139.28,237180
97.107.142.234,237180
98.115.57.155,237180
12.22.5.155,237180
14.45.92.228,237180
176.31.47.100,237180
37.18.42.0,237180
45.4.128.0,237180
86.55.42.0,237180
91.238.82.0,237180
91.240.165.0,237180
94.242.59.147,237180
94.242.57.112,237180
91.213.8.89,237180
92.247.51.169,237180
92.222.22.113,237180
92.222.22.37,237180
92.222.22.91,237180
92.222.26.216,237180
92.222.39.183,237180
92.222.69.173,237180
92.222.74.203,237180
92.249.143.119,237180
91.250.84.156,237180
92.39.246.45,237180
92.5.217.154,237180
92.63.174.36,237180
92.63.174.71,237180
93.104.213.65,237180
93.115.241.194,237180
93.115.241.50,237180
92.222.181.123,237180
91.239.232.81,237180
94.23.29.204,237180
91.219.29.188,237180
91.219.236.250,237180
91.219.237.117,237180
91.219.237.154,237180
91.219.237.19,237180
91.219.238.221,237180
91.219.239.92,237180
91.219.29.157,237180
91.221.66.21,237180
91.237.52.170,237180
91.226.212.67,237180
91.228.52.186,237180
91.229.20.27,237180
91.231.86.101,237180
91.236.116.87,237180
91.236.239.135,237180
91.236.239.140,237180
93.115.29.86,237180
93.115.84.143,237180
93.115.91.66,237180
94.228.86.11,237180
94.156.175.120,237180
94.16.173.106,237180
94.176.139.186,237180
94.177.228.80,237180
94.185.90.86,237180
94.19.14.183,237180
94.198.98.61,237180
94.23.1.164,237180
93.115.95.38,237180
94.23.144.49,237180
94.23.174.26,237180
94.23.18.169,237180
94.23.20.28,237180
94.23.247.42,237180
94.23.248.158,237180
94.23.252.71,237180
94.155.49.47,237180
94.142.241.138,237180
94.140.120.130,237180
94.112.217.77,237180
93.115.96.15,237180
93.123.90.13,237180
93.157.51.22,237180
93.158.216.142,237180
93.180.136.43,237180
93.180.154.94,237180
93.180.157.154,237180
93.95.100.202,237180
93.95.227.245,237180
93.95.228.49,237180
94.100.21.162,237180
94.100.23.18,237180
94.100.23.26,237180
94.100.6.23,237180
94.100.6.27,237180
84.80.80.69,237180
84.55.82.94,237180
84.52.225.99,237180
74.207.231.186,237180
72.197.6.110,237180
72.5.72.227,237180
73.160.247.47,237180
73.201.16.196,237180
73.24.36.58,237180
73.40.36.170,237180
74.121.182.206,237180
74.207.236.197,237180
72.14.177.164,237180
74.207.237.44,237180
74.207.242.7,237180
74.221.46.242,237180
74.71.234.81,237180
74.91.21.2,237180
185.92.220.35,237180
185.86.78.3,237180
72.179.146.98,237180
71.39.169.105,237180
69.64.46.27,237180
70.79.195.48,237180
69.90.132.11,237180
188.138.88.184,237180
69.90.151.229,237180
69.93.127.57,237180
188.127.239.53,237180
70.164.197.204,237180
70.38.31.121,237180
71.14.188.3,237180
188.120.239.230,237180
188.127.231.124,237180
188.127.231.116,237180
71.165.151.35,237180
71.19.149.21,237180
71.19.154.138,237180
71.19.155.187,237180
71.19.157.213,237180
75.127.96.101,237180
76.12.219.104,237180
76.167.215.227,237180
185.22.67.27,237180
185.46.11.239,237180
78.142.145.141,237180
78.142.19.226,237180
78.156.117.236,237180
78.193.218.97,237180
78.193.40.205,237180
78.24.75.53,237180
185.22.67.108,237180
185.82.217.29,237180
78.46.139.153,237180
78.46.139.182,237180
78.46.141.74,237180
78.46.151.11,237180
78.46.162.123,237180
78.46.185.124,237180
78.46.189.152,237180
185.46.11.73,237180
77.73.67.139,237180
77.73.64.51,237180
185.5.250.135,237180
185.82.216.45,237180
185.82.216.213,237180
76.182.208.232,237180
76.217.12.234,237180
76.251.164.153,237180
185.75.46.73,237180
185.75.46.4,237180
185.75.46.122,237180
77.198.99.139,237180
77.243.191.50,237180
77.246.193.59,237180
77.37.142.179,237180
77.47.119.55,237180
77.68.11.42,237180
77.68.42.132,237180
69.90.132.10,237180
69.61.35.184,237180
84.45.76.13,237180
62.214.6.61,237180
62.210.36.16,237180
62.210.36.46,237180
62.210.74.110,237180
62.210.76.88,237180
62.210.84.34,237180
62.210.92.11,237180
62.210.93.142,237180
62.216.5.120,237180
62.210.206.53,237180
62.251.50.232,237180
62.4.15.84,237180
62.75.203.76,237180
62.75.255.37,237180
65.102.134.108,237180
65.19.167.133,237180
65.19.178.177,237180
62.210.254.132,237180
62.210.206.25,237180
69.30.218.186,237180
62.141.51.90,237180
5.9.88.74,237180
5.9.98.43,237180
62.103.152.227,237180
62.109.4.115,237180
62.113.241.182,237180
62.12.115.107,237180
62.141.48.175,237180
62.152.43.203,237180
62.210.190.5,237180
62.168.3.212,237180
62.176.239.229,237180
62.210.105.47,237180
62.210.109.48,237180
62.210.123.24,237180
62.210.125.130,237180
62.210.137.230,237180
65.19.178.241,237180
65.24.56.15,237180
65.50.203.5,237180
69.164.214.250,237180
69.143.186.130,237180
69.16.137.20,237180
69.162.107.5,237180
69.164.198.32,237180
69.164.210.140,237180
69.164.211.18,237180
69.164.212.180,237180
69.164.216.82,237180
66.111.2.20,237180
69.164.221.153,237180
69.164.221.65,237180
69.164.221.78,237180
69.174.176.16,237180
69.181.73.164,237180
188.166.168.250,237180
69.30.215.42,237180
69.11.9.116,237180
69.115.102.229,237180
68.8.163.148,237180
68.69.166.68,237180
66.111.62.85,237180
66.175.217.78,237180
66.175.221.24,237180
66.215.142.69,237180
66.228.39.82,237180
66.246.75.167,237180
66.55.67.28,237180
67.205.128.47,237180
67.227.198.183,237180
67.227.240.79,237180
67.241.73.26,237180
77.222.54.202,237180
67.43.0.209,237180
68.148.246.91,237180
68.168.108.152,237180
78.46.193.41,237180
78.46.220.130,237180
78.46.37.25,237180
82.181.238.144,237180
82.103.140.87,237180
82.118.242.128,237180
82.118.242.147,237180
82.119.233.36,237180
82.161.50.30,237180
82.165.148.163,237180
82.181.116.199,237180
82.196.14.142,237180
81.7.16.59,237180
82.199.155.89,237180
82.211.0.201,237180
82.217.214.215,237180
82.221.105.198,237180
82.221.111.151,237180
82.221.131.59,237180
82.221.139.190,237180
81.95.52.68,237180
81.7.16.177,237180
78.46.37.26,237180
81.7.10.193,237180
178.62.232.244,237180
81.218.138.3,237180
81.218.91.154,237180
81.2.209.10,237180
81.2.237.218,237180
81.228.199.75,237180
81.4.121.48,237180
81.7.10.203,237180
81.7.16.139,237180
81.7.10.29,237180
81.7.10.93,237180
81.7.11.154,237180
81.7.11.22,237180
81.7.11.70,237180
81.7.14.253,237180
81.7.14.31,237180
82.223.21.74,237180
82.223.36.196,237180
82.228.252.20,237180
84.19.179.229,237180
83.212.96.206,237180
83.228.93.76,237180
83.249.111.190,237180
83.254.93.78,237180
8.37.14.220,237180
84.114.3.54,237180
84.16.241.89,237180
84.200.8.207,237180
82.64.7.146,237180
84.216.252.200,237180
84.226.125.7,237180
84.245.25.64,237180
84.245.27.209,237180
84.45.76.10,237180
84.45.76.11,237180
84.45.76.12,237180
83.212.168.186,237180
83.212.105.144,237180
83.212.104.124,237180
83.212.102.18,237180
82.64.9.116,237180
82.71.246.79,237180
82.80.33.99,237180
82.94.251.227,237180
82.95.107.51,237180
83.143.245.86,237180
83.144.105.58,237180
83.150.82.122,237180
83.162.199.60,237180
83.162.202.182,237180
83.163.201.168,237180
83.163.77.195,237180
83.175.100.130,237180
83.212.100.100,237180
83.212.102.114,237180
81.218.109.195,237180
178.63.238.185,237180
81.174.231.18,237180
185.127.25.176,237180
78.47.176.74,237180
78.47.224.219,237180
185.141.25.150,237180
185.141.25.108,237180
78.47.239.80,237180
78.47.35.35,237180
185.129.148.6,237180
78.47.70.123,237180
79.137.112.5,237180
78.47.9.21,237180
78.56.124.16,237180
185.117.72.94,237180
185.117.72.105,237180
185.117.153.176,237180
79.124.7.11,237180
79.133.210.11,237180
78.47.174.155,237180
78.47.167.67,237180
185.14.28.30,237180
185.14.29.188,237180
78.46.44.222,237180
78.46.45.242,237180
78.46.51.124,237180
185.162.8.94,237180
185.162.8.101,237180
78.46.53.11,237180
78.46.60.30,237180
78.46.64.245,237180
78.46.90.23,237180
78.46.95.20,237180
185.146.169.16,237180
78.47.117.28,237180
78.47.134.195,237180
185.14.30.97,237180
185.14.29.64,237180
79.136.70.93,237180
79.137.116.43,237180
81.170.148.194,237180
80.68.92.249,237180
80.203.137.23,237180
80.218.186.191,237180
80.229.152.228,237180
80.232.242.31,237180
80.237.231.134,237180
80.255.0.180,237180
80.66.135.123,237180
80.73.242.142,237180
79.137.33.131,237180
80.7.54.187,237180
80.85.84.222,237180
81.103.36.9,237180
81.169.130.214,237180
81.169.138.51,237180
81.169.152.100,237180
81.169.222.158,237180
80.147.33.157,237180
80.127.152.4,237180
80.127.137.19,237180
80.127.137.14,237180
79.137.33.24,237180
79.137.39.39,237180
79.140.41.117,237180
79.140.41.118,237180
185.106.122.38,237180
79.143.178.135,237180
79.143.183.44,237180
185.102.136.77,237180
185.102.136.67,237180
79.143.186.17,237180
79.172.18.18,237180
79.172.193.32,237180
79.172.204.36,237180
79.172.28.205,237180
185.100.85.150,237180
188.214.129.21,237180
188.213.49.55,237180
151.236.14.51,237180
103.3.61.114,237180
66.45.241.134,237180
127.0.0.1,237180
0.5.0.1,237180
1.9.3.6,237180
3.3.5.4,237180
6.1.0.2,237180
